suite,phase,value_bytes,clients,variant,pairs,median_throughput_ratio,min_throughput_ratio,max_throughput_ratio,median_p99_us_ratio,min_p99_us_ratio,max_p99_us_ratio,median_cpu_us_per_op_ratio,min_cpu_us_per_op_ratio,max_cpu_us_per_op_ratio
main,read,1024,2560,no_defer_taskrun,1,0.9769865062713345,0.9769865062713345,0.9769865062713345,1.0125291129606477,1.0125291129606477,1.0125291129606477,1.0235525202540359,1.0235525202540359,1.0235525202540359
main,read,1024,2560,no_huge_pages,1,0.998581859098425,0.998581859098425,0.998581859098425,1.0023015058079237,1.0023015058079237,1.0023015058079237,1.0014346738541025,1.0014346738541025,1.0014346738541025
main,read,1024,2560,no_registered_buffers,1,0.9390040377574053,0.9390040377574053,0.9390040377574053,1.0800313201686271,1.0800313201686271,1.0800313201686271,1.0649868248055172,1.0649868248055172,1.0649868248055172
main,read,1024,2560,no_registered_files,1,0.9859984131579811,0.9859984131579811,0.9859984131579811,1.0171315361793738,1.0171315361793738,1.0171315361793738,1.01421371486843,1.01421371486843,1.01421371486843
main,read,1024,2560,reuse_encoded_metadata,1,0.9987917586562722,0.9987917586562722,0.9987917586562722,1.000767364735015,1.000767364735015,1.000767364735015,1.001232355500798,1.001232355500798,1.001232355500798
main,read,1024,2560,single_reap,1,0.9952493998494942,0.9952493998494942,0.9952493998494942,1.0053697879537409,1.0053697879537409,1.0053697879537409,1.0047801514873356,1.0047801514873356,1.0047801514873356
main,read,4096,160,kernel_split,1,1.0000654573617105,1.0000654573617105,1.0000654573617105,1.0003306365877729,1.0003306365877729,1.0003306365877729,0.9999382756861311,0.9999382756861311,0.9999382756861311
main,read,4096,160,no_defer_taskrun,1,0.9976655203946072,0.9976655203946072,0.9976655203946072,1.0009918004788987,1.0009918004788987,1.0009918004788987,1.0023403683671603,1.0023403683671603,1.0023403683671603
main,read,4096,160,no_huge_pages,1,1.0000440159531594,1.0000440159531594,1.0000440159531594,1.0003306365877729,1.0003306365877729,1.0003306365877729,0.9999538583432548,0.9999538583432548,0.9999538583432548
main,read,4096,160,no_registered_buffers,1,0.9989874373717234,0.9989874373717234,0.9989874373717234,1.0003306365877729,1.0003306365877729,1.0003306365877729,1.0010231315767062,1.0010231315767062,1.0010231315767062
main,read,4096,160,no_registered_files,1,0.9991859054495772,0.9991859054495772,0.9991859054495772,1.0009918004788987,1.0009918004788987,1.0009918004788987,1.0008097760378174,1.0008097760378174,1.0008097760378174
main,read,4096,160,reuse_encoded_metadata,1,1.0003063243892503,1.0003063243892503,1.0003063243892503,0.9996694726966469,0.9996694726966469,0.9996694726966469,0.9997023542173317,0.9997023542173317,0.9997023542173317
main,read,4096,160,single_reap,1,0.9999071162374558,0.9999071162374558,0.9999071162374558,1.0003306365877729,1.0003306365877729,1.0003306365877729,1.0000922016277454,1.0000922016277454,1.0000922016277454
main,read,4096,640,kernel_split,3,0.9992217628877315,0.9989806947894642,0.9997495469651801,1.000517334756004,1.000517334756004,1.0005176025297824,1.0007613268551072,1.0002403423644102,1.0010215555031707
main,read,4096,640,no_defer_taskrun,3,0.986344160361081,0.9861887705210519,0.9865943378955304,1.0072426865840547,1.0072426865840547,1.0077640379467354,1.0138470727811095,1.0135958999138233,1.0139979446350345
main,read,4096,640,no_huge_pages,3,1.0001375820693752,0.9990371104658748,1.0002485635350409,1.0,1.0,1.000517334756004,0.9998736499880196,0.9997600752199203,1.0009590574055756
main,read,4096,640,no_registered_buffers,3,1.015529263422265,1.015006359421687,1.0155583599266462,0.9912007569936997,0.9906879743919296,0.9912053091479336,0.9846937385616364,0.9846310387894562,0.9852195289181152
main,read,4096,640,no_registered_files,3,0.9976518973492067,0.9973353049460338,0.9981063736748677,1.0015520042680117,1.0015520042680117,1.001552807589347,1.0023545726422636,1.001907763561289,1.0026555072461458
main,read,4096,640,reuse_encoded_metadata,3,0.9994845490967798,0.998251262893599,1.000757508759721,1.000517334756004,1.0,1.0036213432920273,1.0005196832893528,0.999242604271932,1.0017458701281814
main,read,4096,640,single_reap,3,0.9994062129649071,0.9989157372232126,0.9995682162618387,1.0005176025297824,1.000517334756004,1.0010346695120078,1.0005989399821706,1.000442970721744,1.0010923328759291
main,read,4096,2560,kernel_split,1,1.005496018900229,1.005496018900229,1.005496018900229,0.9902213776789089,0.9902213776789089,0.9902213776789089,0.9945341499061148,0.9945341499061148,0.9945341499061148
main,read,4096,2560,no_defer_taskrun,1,0.9903016819306693,0.9903016819306693,0.9903016819306693,1.0090082444381914,1.0090082444381914,1.0090082444381914,1.0097907045342978,1.0097907045342978,1.0097907045342978
main,read,4096,2560,no_huge_pages,1,1.0037262290627231,1.0037262290627231,1.0037262290627231,0.9941353082537596,0.9941353082537596,0.9941353082537596,0.9962941818231827,0.9962941818231827,0.9962941818231827
