engine,disks,key_bytes,value_bytes,clients,repeat,ops_per_second,logical_gib_s,physical_gib_s,physical_iops,p50_us,p99_us,p999_us,cpu_cores,cpu_us_per_op,rss_mib,read_amplification,min_disk_iops,max_disk_iops
foyer,20,16,65536,160,1,788492.1777421907,48.12574327039738,51.08476525652325,787739.1002003547,198.143,338.943,420.095,38.67696281958578,49.05180280968087,632.01953125,1.0614852215268744,38762.60234983511,39988.07761701179
foyer,20,16,65536,160,2,786332.2838366377,47.993913808388534,50.944415819988585,785574.8788655933,198.655,340.223,419.839,38.68558011131657,49.19749691894067,632.01953125,1.0614765868726537,38663.43486130017,39889.59535018546
foyer,20,16,65536,160,3,789959.1752689457,48.21528169366124,51.179580446342314,789201.1727368211,197.887,337.663,415.999,38.68796069581603,48.97463300257828,632.01953125,1.061480481883626,38840.43354481748,40061.9930052114
foyer,20,16,65536,640,1,849401.3216374863,51.843342385100485,54.8713291021496,846128.8056561121,606.719,2508.799,3491.839,46.27524792359651,54.47983979396985,805.07421875,1.0584064718388866,41711.46276582623,43023.26191812837
foyer,20,16,65536,640,2,852575.997310862,52.03710921086804,55.075166837952,849272.0315040052,608.767,2467.839,3731.455,46.19553978282016,54.18348619774312,841.8671875,1.0583825211114815,41862.86873060655,43206.52006260218
foyer,20,16,65536,640,3,853768.6379475227,52.109902218476726,55.154886435817524,850501.326460644,602.111,2623.487,3815.423,46.338358125950876,54.275076486001225,866.91796875,1.0584338885261069,41932.89104973117,43230.24110532693
foyer,20,16,65536,2560,1,850519.271030519,51.91157660098383,54.31211859509217,837505.6480583437,1845.247,12673.023,16687.103,46.61292455158346,54.80525384816455,1665.41015625,1.0462429028607627,40667.744859956954,42745.596748800795
foyer,20,16,65536,2560,2,848750.4608756601,51.803616996805424,54.19899935963826,835761.3228313536,1708.031,11837.439,14761.983,46.53890370815517,54.832257363537394,1762.796875,1.0462396740169813,40754.51163209795,42639.55392239181
foyer,20,16,65536,2560,3,850198.3017928002,51.891986193408215,54.29125465544621,837183.9211998407,1731.583,13295.615,15286.271,46.633613665264946,54.85027853728872,1783.5546875,1.0462358186309464,40743.74547433857,42716.25605859185
v1,20,16,100,160,1,756953.7289491214,0.07049680957096828,2.887549320026861,756901.9571600455,183.423,582.143,807.423,35.406917644831694,46.77553764612152,11206.34375,40.96,37567.72899884543,38023.28076449725
v1,20,16,100,160,2,761796.5356834083,0.0709478310945824,2.9060231616340952,761746.9640849995,182.271,575.999,796.159,35.283436879447535,46.31608996199325,11212.9765625,40.96,37802.541381698735,38257.68061386295
v1,20,16,100,160,3,759137.9859433536,0.0707002343557173,2.8958815992101807,759084.0173527711,182.655,583.167,808.447,35.286390718205794,46.48218291218382,11212.9765625,40.96,37664.479483861476,38121.213667124524
v1,20,16,100,640,1,779384.8417856272,0.07258586974680677,2.9731172248292053,779301.5118549326,326.143,9830.399,11313.151,37.2847090003793,47.83863760418708,11286.234375,40.96,38698.18058984282,39181.21509240925
v1,20,16,100,640,2,776609.1048667596,0.07232735910143327,2.962528628794707,776529.1711681307,368.127,8822.783,10420.223,37.630892819381025,48.455384547464504,11296.0703125,40.96,38557.34511742417,39046.31609681734
v1,20,16,100,640,3,777233.859014922,0.07238554386561011,2.96491187673539,777151.7281098841,336.639,9633.791,11214.847,37.33355735773629,48.03387928191061,11300.5390625,40.96,38583.58415070144,39077.36631521339
v1,20,16,100,2560,1,773512.7339802843,0.07203898709083761,2.9507169112407086,773436.2197175613,340.991,58753.023,60293.119,36.91957070649155,47.72975167003854,11677.39453125,40.96,38508.62010099031,38905.624337547866
v1,20,16,100,2560,2,763860.1540516106,0.07114002053175221,2.9138952409805703,763778.0970044731,328.447,60227.583,61800.447,37.090129154871704,48.55617740778987,11694.2265625,40.96,38029.58565569088,38437.69588531006
v1,20,16,100,2560,3,776543.7279737893,0.07232127040380514,2.962279235739858,776459.6719752551,355.583,58687.487,60620.799,37.06089218802217,47.72544140524317,11694.2265625,40.96,38652.31036597428,39052.812476637315
v1,20,16,1024,160,1,755549.6044087592,0.720548252495536,2.882193009982144,755538.4099263002,183.423,585.727,819.199,35.41389178685055,46.87169655070233,11207.84375,4.0,37494.11988319432,37955.69238315591
v1,20,16,1024,160,2,758478.4128097013,0.7233413818451894,2.8933655273807575,758466.4190555998,182.783,580.095,812.031,35.314695827182824,46.55992211612635,11217.375,4.0,37638.39932930543,38096.36084007838
v1,20,16,1024,160,3,752256.3141332006,0.7174075261432653,2.8696301045730612,752242.1216474831,184.063,589.823,824.319,35.50832853791396,47.20243336053484,11217.375,4.0,37327.83659027809,37796.78830144985
v1,20,16,1024,640,1,776287.4278338581,0.7403253820742207,2.961301528296883,776264.8990857595,377.599,8585.215,10543.103,37.520411810857595,48.333143711413754,11294.3671875,4.0,38547.88421340983,39022.582879097936
