allocated_segments,disk,payload_bytes,records,seconds,segments
9157,5,19643305348040,23028170,8490.292882904,14307
9187,5,19707183151660,23103055,8520.293564644,14307
9218,5,19774370641840,23181820,8550.294415011,14307
9248,5,19839080132160,23257680,8580.295104134,14307
9279,5,19904851622420,23334785,8610.295645247,14307
9309,5,19970098510300,23411275,8640.297040059,14307
9340,5,20036612121000,23489250,8670.29850671,14307
9372,5,20103965948520,23568210,8700.298930683,14307
9402,5,20169383438800,23644900,8730.299179569,14307
9433,5,20236750061500,23723875,8760.300614553,14307
9464,5,20301374250620,23799635,8790.302088551,14307
9495,5,20369576825080,23879590,8820.303193382,14307
9526,5,20435527447860,23956905,8850.305075826,14307
9557,5,20502211660960,24035080,8880.306339705,14307
9593,5,20579976499940,24126245,8910.307660849,14307
9624,5,20645278833600,24202800,8940.308983473,14307
9655,5,20712312781620,24281385,8970.309757892,14307
9685,5,20777081982780,24357315,9000.309813465,14307
9716,5,20842563448960,24434080,9030.309846083,14307
9746,5,20907597083840,24510320,9060.310014976,14307
9776,5,20972592333180,24586515,9090.310864629,14307
9807,5,21037719799380,24662865,9120.312101395,14307
9838,5,21104259000440,24740870,9150.312415186,14307
9869,5,21170132852140,24818095,9180.313031184,14307
9911,5,21260970100020,24924585,9210.314711149,14307
9941,5,21325867252980,25000665,9240.314745633,14307
9973,5,21394193514180,25080765,9270.31670374,14307
10004,5,21460105751420,25158035,9300.317945761,14307
10035,5,21527945795780,25237565,9330.31962239,14307
10066,5,21594455141420,25315535,9360.321148116,14307
10100,5,21666496269880,25399990,9390.321931219,14307
10131,5,21733547278140,25478595,9420.32272802,14307
10163,5,21801656021280,25558440,9450.32296492,14307
10199,5,21879864426500,25650125,9480.323200115,14307
10235,5,21955795289680,25739140,9510.323308895,14307
10266,5,22022509358200,25817350,9540.324893385,14307
10302,5,22099246317720,25907310,9570.326890127,14307
10333,5,22167026651240,25986770,9600.328843826,14307
10364,5,22232111466840,26063070,9630.328991969,14307
10394,5,22297477776400,26139700,9660.329952759,14307
10425,5,22363850640120,26217510,9690.330184327,14307
10456,5,22431251383300,26296525,9720.330534514,14307
10490,5,22503979186420,26381785,9750.331128218,14307
10521,5,22570322194720,26459560,9780.332565363,14307
10554,5,22639889588380,26541115,9810.332647685,14307
10585,5,22707908765260,26620855,9840.333306031,14307
10617,5,22775642183120,26700260,9870.333438575,14307
10648,5,22842219769720,26778310,9900.334750169,14307
10681,5,22913540103040,26861920,9930.335207617,14307
10713,5,22981597665460,26941705,9960.335740315,14307
10745,5,23050734288060,27022755,9990.336486572,14307
10775,5,23115550404880,27098740,10020.336568445,14307
10807,5,23183821220300,27178775,10050.338304155,14307
10838,5,23249473288880,27255740,10080.338546728,14307
10869,5,23316839911580,27334715,10110.338965196,14307
10900,5,23383374847580,27412715,10140.340589709,14307
10932,5,23451317253380,27492365,10170.341025175,14307
10963,5,23518197659240,27570770,10200.342301463,14307
10999,5,23595787630760,27661730,10230.342708606,14307
11034,5,23670072180780,27748815,10260.343099498,14307
11068,5,23742475839340,27833695,10290.343606004,14307
11098,5,23808315570560,27910880,10320.344811513,14307
11130,5,23876543735380,27990865,10350.345092776,14307
11162,5,23944584237560,28070630,10380.346941565,14307
11195,5,24015375703440,28153620,10410.347913226,14307
11228,5,24086124518720,28236560,10440.349284345,14307
11261,5,24157009815920,28319660,10470.350412433,14307
11292,5,24223476510960,28397580,10500.350838021,14307
11323,5,24290877254140,28476595,10530.351310072,14307
11354,5,24357109370880,28554240,10560.352840646,14307
11386,5,24425738451340,28634695,10590.354647248,14307
11418,5,24494192664340,28714945,10620.355969433,14307
11457,5,24578628057160,28813930,10650.357193222,14307
11491,5,24650963474760,28898730,10680.358493858,14307
11522,5,24716632603580,28975715,10710.358902323,14307
11555,5,24787159635740,29058395,10740.359920989,14307
11586,5,24854901583720,29137810,10770.361035027,14307
11624,5,24935434446640,29232220,10800.361736915,14307
11657,5,25006486081180,29315515,10830.363332431,14307
11687,5,25070632583580,29390715,10860.36426799,14307
11719,5,25139163567660,29471055,10890.36449163,14307
11749,5,25205199491640,29548470,10920.365223864,14307
11782,5,25275056909380,29630365,10950.36637502,14307
11814,5,25343140062160,29710180,10980.368574955,14307
11845,5,25409636612620,29788135,11010.369207273,14307
11877,5,25479600656860,29870155,11040.369889693,14307
11908,5,25546481062720,29948560,11070.370646217,14307
11942,5,25618837805620,30033385,11100.370822048,14307
11973,5,25685918669300,30112025,11130.371883571,14307
12004,5,25751383075240,30188770,11160.373440668,14307
12034,5,25816148011340,30264695,11190.374546128,14307
12066,5,25884154393040,30344420,11220.375092343,14307
12097,5,25949925883300,30421525,11250.375438211,14307
12129,5,26018635999900,30502075,11280.375580346,14307
12160,5,26085652887680,30580640,11310.376223977,14307
12192,5,26154810835580,30661715,11340.377409104,14307
12225,5,26224770614760,30743730,11370.377540776,14307
12256,5,26292542418160,30823180,11400.379258328,14307
12289,5,26362229233500,30904875,11430.379827931,14307
12321,5,26432014145220,30986685,11460.380983424,14307
12353,5,26500971635300,31067525,11490.381477284,14307
12392,5,26584302377580,31165215,11520.381745234,14307
12425,5,26654309072420,31247285,11550.383265735,14307
12458,5,26724443719060,31329505,11580.385239842,14307
12489,5,26792462895940,31409245,11610.386167441,14307
12524,5,26867127036300,31496775,11640.386983373,14307
12554,5,26931866382040,31572670,11670.387155104,14307
12598,5,27024665557520,31681460,11700.387575561,14307
12631,5,27097082011260,31766355,11730.389447094,14307
12662,5,27162324634080,31842840,11760.390282137,14307
12693,5,27229891714600,31922050,11790.390440473,14307
12723,5,27294635325400,31997950,11820.390939316,14307
12755,5,27362010478220,32076935,11850.392713416,14307
12786,5,27428639245540,32155045,11880.393324885,14307
12818,5,27498756831940,32237245,11910.395133677,14307
12849,5,27564340659560,32314130,11940.395933031,14307
12880,5,27630389378720,32391560,11970.397798457,14307
12910,5,27694599857020,32466835,12000.400150033,14307
12940,5,27758537371480,32541790,12030.400313244,14307
12973,5,27829405608440,32624870,12060.4010766,14307
13004,5,27897424785320,32704610,12090.401541185,14307
13039,5,27971722130520,32791710,12120.402672477,14307
13069,5,28037199331640,32868470,12150.404663517,14307
13101,5,28104011496540,32946795,12180.40473568,14307
13132,5,28172111709560,33026630,12210.405936538,14307
13163,5,28237844814280,33103690,12240.407036561,14307
13193,5,28303266569620,33180385,12270.408945355,14307
13234,5,28391084155020,33283335,12300.409043119,14307
13273,5,28472986102200,33379350,12330.409297137,14307
13314,5,28562334844140,33484095,12360.409585897,14307
13357,5,28654895176260,33592605,12390.410259863,14307
13400,5,28746773098780,33700315,12420.412076505,14307
13443,5,28838160539400,33807450,12450.413768602,14307
13487,5,28933024003920,33918660,12480.414879607,14307
13536,5,29037782407640,34041470,12510.41652142,14307
13578,5,29128675101300,34148025,12540.416612896,14307
13622,5,29222220662280,34257690,12570.416954011,14307
13666,5,29317949933980,34369915,12600.418198645,14307
13711,5,29413628024960,34482080,12630.418482028,14307
13752,5,29501279273020,34584835,12660.419455799,14307
13794,5,29592376689560,34691630,12690.420217215,14307
13845,5,29700214466600,34818050,12720.420834579,14307
13895,5,29807519111140,34943845,12750.422001678,14307
13962,5,29952497030660,35113805,12780.422228186,14307
14054,5,30150353164060,35345755,12810.422398337,14307
14111,5,30271352916260,35487605,12840.422768577,14307
14163,5,30382410813600,35617800,12870.423271456,14307
14236,5,30540827937180,35803515,12900.423662172,14307
30,6,63272165100,74175,30.000442755,14307
59,6,126100763960,147830,60.000671705,14307
89,6,189829290480,222540,90.002261178,14307
119,6,254095214560,297880,120.002821442,14307
149,6,318557331400,373450,150.004916956,14307
179,6,383463014480,449540,180.005072539,14307
211,6,451964143140,529845,210.006599674,14307
241,6,515859007000,604750,240.008591441,14307
275,6,588121918580,689465,270.009724785,14307
304,6,652003987260,764355,300.011719791,14307
334,6,716461839040,839920,330.011776357,14307
365,6,781256630560,915880,360.012839723,14307
394,6,844260096880,989740,390.013588696,14307
423,6,906713370460,1062955,420.014806913,14307
453,6,971678764380,1139115,450.015261414,14307
483,6,1035714375220,1214185,480.015929804,14307
513,6,1099933383640,1289470,510.016455325,14307
544,6,1166225211220,1367185,540.018123799,14307
574,6,1230584966620,1442635,570.018671192,14307
604,6,1294654697940,1517745,600.02052848,14307
636,6,1362605633860,1597405,630.021800139,14307
665,6,1426342690500,1672125,660.023263592,14307
695,6,1490510518200,1747350,690.025061818,14307
725,6,1554848948300,1822775,720.02683803,14307
755,6,1618922944680,1897890,750.027730725,14307
786,6,1685752169820,1976235,780.028489477,14307
816,6,1749894407160,2051430,810.030149014,14307
846,6,1814121945700,2126725,840.03178921,14307
877,6,1881074857580,2205215,870.03239992,14307
907,6,1944935600960,2280080,900.033755182,14307
937,6,2009559790080,2355840,930.034492795,14307
966,6,2072213521480,2429290,960.034802958,14307
996,6,2135494216700,2503475,990.035572431,14307
1026,6,2199060670940,2577995,1020.037712821,14307
1055,6,2262823317940,2652745,1050.038169321,14307
1085,6,2326261820380,2727115,1080.040182533,14307
1115,6,2390753792640,2802720,1110.040439703,14307
1145,6,2454921620340,2877945,1140.040601326,14307
1174,6,2518411303500,2952375,1170.040768656,14307
1204,6,2582463974580,3027465,1200.041821525,14307
1234,6,2646171175800,3102150,1230.043691092,14307
1264,6,2710744184200,3177850,1260.044369505,14307
1294,6,2775526180540,3253795,1290.045293861,14307
1324,6,2839723863660,3329055,1320.046232501,14307
1354,6,2903601667280,3403940,1350.048072243,14307
1384,6,2968042458820,3479485,1380.049398746,14307
1416,6,3036483876640,3559720,1410.050997201,14307
1446,6,3100945993480,3635290,1440.051222061,14307
1476,6,3165817556080,3711340,1470.052433804,14307
1513,6,3243906539620,3802885,1500.054514515,14307
1542,6,3307711837220,3877685,1530.055621345,14307
1572,6,3372084387800,3953150,1560.056754248,14307
1602,6,3435552745660,4027555,1590.05734474,14307
1632,6,3499707778180,4102765,1620.058296413,14307
1661,6,3562391365000,4176250,1650.059189111,14307
1696,6,3638241192040,4265170,1680.060960696,14307
1725,6,3700562248760,4338230,1710.063097319,14307
1755,6,3764636245140,4413345,1740.064189131,14307
1785,6,3827460578940,4486995,1770.066087747,14307
1814,6,3890911876560,4561380,1800.06648967,14307
1845,6,3956052137940,4637745,1830.06792761,14307
1875,6,4020552640320,4713360,1860.070186969,14307
1904,6,4083730974100,4787425,1890.071763324,14307
1935,6,4149485404120,4864510,1920.071994806,14307
1964,6,4211554822300,4937275,1950.072168987,14307
1992,6,4273056987500,5009375,1980.072450145,14307
2028,6,4348957995260,5098355,2010.073818113,14307
2063,6,4423865244040,5186170,2040.074238636,14307
2096,6,4496465095360,5271280,2070.075756822,14307
2126,6,4559502682160,5345180,2100.077467062,14307
2156,6,4624143931520,5420960,2130.078302101,14307
2185,6,4686998120740,5494645,2160.079185557,14307
2215,6,4749818189480,5568290,2190.080609276,14307
2243,6,4811256378780,5640315,2220.081359166,14307
2278,6,4885161338460,5726955,2250.081869581,14307
2307,6,4948582780660,5801305,2280.082017636,14307
2337,6,5012460584280,5876190,2310.083934123,14307
2369,6,5081196291240,5956770,2340.084561388,14307
2403,6,5154303684700,6042475,2370.08615941,14307
2433,6,5217972500380,6117115,2400.087878961,14307
2462,6,5281688231720,6191810,2430.089466653,14307
2495,6,5352513818080,6274840,2460.090879089,14307
2527,6,5420972296140,6355095,2490.091252483,14307
2557,6,5485208364800,6430400,2520.092107205,14307
2587,6,5548864385300,6505025,2550.092825192,14307
2617,6,5612281562440,6579370,2580.093306952,14307
2651,6,5685969004060,6665755,2610.095177802,14307
2684,6,5756854301260,6748855,2640.097017298,14307
2714,6,5821282297620,6824385,2670.098580186,14307
2744,6,5886077089140,6900345,2700.099057656,14307
2774,6,5950577591520,6975960,2730.099793419,14307
2804,6,6013986238540,7050295,2760.099837786,14307
2835,6,6080892234760,7128730,2790.100855226,14307
2865,6,6145162423900,7204075,2820.102488814,14307
2894,6,6208507095020,7278335,2850.103134227,14307
2924,6,6272001043240,7352770,2880.103296417,14307
2956,6,6339538268340,7431945,2910.10391626,14307
2985,6,6403603734600,7507050,2940.103987036,14307
3016,6,6468304694800,7582900,2970.105351577,14307
3046,6,6532557823700,7658225,3000.106602486,14307
3075,6,6596836542960,7733580,3030.107207561,14307
3105,6,6660671695980,7808415,3060.10854916,14307
3136,6,6725884463380,7884865,3090.110193721,14307
3165,6,6789186483900,7959075,3120.110705344,14307
3195,6,6853345781480,8034290,3150.11126079,14307
3224,6,6916097609260,8107855,3180.113088114,14307
3254,6,6980568256220,8183435,3210.113448251,14307
3284,6,7044825650180,8258765,3240.114564072,14307
3314,6,7109543670620,8334635,3270.116309007,14307
3345,6,7174108148900,8410325,3300.116537683,14307
3374,6,7237678868200,8484850,3330.116986151,14307
3404,6,7301377539300,8559525,3360.117733622,14307
3433,6,7364508957420,8633535,3390.118015886,14307
3462,6,7427013411720,8706810,3420.118497573,14307
3492,6,7490784588840,8781570,3450.119147888,14307
3522,6,7554188970800,8855900,3480.119850338,14307
3558,6,7631079472480,8946040,3510.121761077,14307
3587,6,7694074408680,9019890,3540.122412073,14307
3616,6,7756122501560,9092630,3570.123295993,14307
3646,6,7820256208780,9167815,3600.124290788,14307
3676,6,7884914518380,9243615,3630.125180633,14307
3724,6,7989045958280,9365690,3660.126139633,14307
3754,6,8052719039020,9440335,3690.126476532,14307
3784,6,8117445589580,9516215,3720.128091842,14307
3814,6,8181553706440,9591370,3750.12844446,14307
3844,6,8245917726900,9666825,3780.129412907,14307
3874,6,8310179385920,9742160,3810.131252451,14307
3904,6,8373319334160,9816180,3840.132275017,14307
3933,6,8436992414900,9890825,3870.133819334,14307
3963,6,8499983086040,9964670,3900.134109172,14307
3994,6,8566957323220,10043185,3930.134355869,14307
4024,6,8631035584660,10118305,3960.13600023,14307
4053,6,8694678809980,10192915,3990.137304295,14307
4083,6,8758364685900,10267575,4020.138715701,14307
4112,6,8820984296820,10340985,4050.139038987,14307
4142,6,8884491040220,10415435,4080.141061511,14307
4171,6,8946965639100,10488675,4110.142977237,14307
4201,6,9010766671640,10563470,4140.143834899,14307
4230,6,9074499463220,10638185,4170.145170444,14307
4260,6,9138019001800,10712650,4200.146789111,14307
4290,6,9201645166880,10787240,4230.148178727,14307
4322,6,9271575090640,10869220,4260.150056205,14307
4352,6,9335218315960,10943830,4290.150271055,14307
4382,6,9398968167780,11018565,4320.151391574,14307
4411,6,9462526091900,11093075,4350.152583703,14307
4441,6,9526988208740,11168645,4380.153406982,14307
4471,6,9590682614780,11243315,4410.155090181,14307
4501,6,9654649984660,11318305,4440.155517882,14307
4530,6,9718301740100,11392925,4470.15678234,14307
4560,6,9782405591900,11468075,4500.157861715,14307
4590,6,9845511419660,11542055,4530.15985159,14307
4620,6,9909363632920,11616910,4560.161564374,14307
4652,6,9979472689200,11699100,4590.161986643,14307
4683,6,10044608685520,11775460,4620.16253394,14307
4712,6,10108605910820,11850485,4650.163861298,14307
4743,6,10174236654100,11927425,4680.164681309,14307
4773,6,10238024891460,12002205,4710.165846202,14307
4803,6,10302546719140,12077845,4740.166377745,14307
4833,6,10367200763680,12153640,4770.167080874,14307
4863,6,10431168133560,12228630,4800.168188719,14307
4892,6,10494329407100,12302675,4830.168559627,14307
4923,6,10559409957640,12378970,4860.16997679,14307
4953,6,10625228363560,12456130,4890.171262875,14307
