allocated_segments,disk,payload_bytes,records,seconds,segments
11629,10,24947935337500,29246875,4560.069021332,14307
11759,10,25225117321840,29571820,4590.069080413,14307
11886,10,25498712390720,29892560,4620.069244112,14307
12012,10,25769300592300,30209775,4650.069493204,14307
12140,10,26044004576780,30531815,4680.069573481,14307
12270,10,26321067139440,30856620,4710.070045069,14307
12397,10,26595323292620,31178135,4740.070698383,14307
12524,10,26867161156780,31496815,4770.0710447,14307
12653,10,27144048851980,31821415,4800.071495118,14307
12783,10,27422625510940,32147995,4830.0721976,14307
12910,10,27694548676300,32466775,4860.072325837,14307
13035,10,27963115239440,32781620,4890.072795107,14307
13163,10,28238147633540,33104045,4920.072885769,14307
13293,10,28517747906900,33431825,4950.073260139,14307
13424,10,28797608348920,33759910,4980.073633346,14307
13559,10,29087299754240,34099520,5010.074090443,14307
13705,10,29400794459420,34467035,5040.074386415,14307
13851,10,29714451236880,34834740,5070.074600878,14307
13997,10,30028022713140,35202345,5100.074647853,14307
14144,10,30341611249640,35569970,5130.074816039,14307
14290,10,30655250966860,35937655,5160.074927814,14307
70,11,149567124080,175340,30.000636022,14307
137,11,293790127980,344415,60.001490609,14307
234,11,501323682520,587710,90.002428796,14307
324,11,694509575220,814185,120.002944681,14307
402,11,861964360940,1010495,150.00376176,14307
471,11,1009484256220,1183435,180.004668928,14307
539,11,1155754488920,1354910,210.004932709,14307
631,11,1351576188700,1584475,240.005116702,14307
718,11,1539208973280,1804440,270.00552171,14307
795,11,1705085686800,1998900,300.005942089,14307
865,11,1853932015740,2173395,330.006800509,14307
940,11,2014468874140,2361595,360.007728168,14307
1009,11,2163741709080,2536590,390.008412541,14307
1078,11,2311730760960,2710080,420.009508032,14307
1151,11,2467281764220,2892435,450.00999102,14307
1234,11,2646525175780,3102565,480.01056293,14307
1304,11,2796501745620,3278385,510.010814336,14307
1372,11,2942400918100,3449425,540.011726955,14307
1441,11,3089396211000,3621750,570.012236798,14307
1529,11,3278939742460,3843955,600.012511219,14307
1604,11,3441080263420,4034035,630.012797618,14307
1673,11,3588135267160,4206430,660.013140184,14307
1753,11,3760580173080,4408590,690.013615207,14307
1822,11,3906748044340,4579945,720.014064197,14307
1909,11,4093877551840,4799320,750.014893011,14307
1977,11,4240288531520,4970960,780.015375708,14307
2053,11,4402706281380,5161365,810.016168492,14307
2133,11,4574438922280,5362690,840.016730701,14307
2210,11,4739914720160,5556680,870.017462557,14307
2294,11,4920616782240,5768520,900.017560614,14307
2370,11,5083708411580,5959715,930.017986823,14307
2466,11,5289122231300,6200525,960.018297944,14307
2565,11,5501317496420,6449285,990.018462009,14307
2637,11,5655388523860,6629905,1020.018759727,14307
2723,11,5840202103780,6846565,1050.019244686,14307
2799,11,6002973853620,7037385,1080.019574662,14307
2868,11,6150707001900,7210575,1110.020185373,14307
2937,11,6300542824760,7386230,1140.020480753,14307
3014,11,6465792574460,7579955,1170.021274899,14307
3088,11,6624435746220,7765935,1200.02168143,14307
3173,11,6806430121480,7979290,1230.021999149,14307
3248,11,6966536208820,8166985,1260.02228765,14307
3339,11,7162212896560,8396380,1290.022533499,14307
3423,11,7342258139400,8607450,1320.023051518,14307
3491,11,7489185191340,8779695,1350.023999207,14307
3563,11,7642125977880,8958990,1380.024782051,14307
3652,11,7833972641740,9183895,1410.025003184,14307
3745,11,8033551859380,9417865,1440.025281812,14307
3823,11,8200324235500,9613375,1470.025985615,14307
3908,11,8381811068620,9826135,1500.02641071,14307
3987,11,8551897396360,10025530,1530.027201427,14307
4066,11,8721604133760,10224480,1560.027583885,14307
4155,11,8911970821800,10447650,1590.027804604,14307
4224,11,9059750885740,10620895,1620.02809043,14307
4298,11,9219690635740,10808395,1650.029039957,14307
4387,11,9411179034560,11032880,1680.029508438,14307
4487,11,9624385118900,11282825,1710.029554544,14307
4569,11,9801777494420,11490785,1740.030071428,14307
4646,11,9966118786340,11683445,1770.030273499,14307
4723,11,10130652005960,11876330,1800.03120321,14307
4791,11,10277800841020,12048835,1830.031701879,14307
4861,11,10427073675960,12223830,1860.031909981,14307
4947,11,10611285882420,12439785,1890.03230423,14307
5031,11,10791723510780,12651315,1920.032447123,14307
5121,11,10984559668560,12877380,1950.033209392,14307
5193,11,11139560479080,13059090,1980.033300113,14307
5275,11,11314747818580,13264465,2010.033905247,14307
5356,11,11490284893000,13470250,2040.034428267,14307
5453,11,11697345025880,13712990,2070.034936074,14307
5524,11,11849782535340,13891695,2100.035225863,14307
5610,11,12034259175520,14107960,2130.035441054,14307
5694,11,12215080659280,14319940,2160.036121155,14307
5799,11,12438625249060,14582005,2190.036440647,14307
5897,11,12649310682940,14828995,2220.036816854,14307
5979,11,12825675179000,15035750,2250.037642452,14307
6069,11,13019697023460,15263205,2280.037854856,14307
6151,11,13195626483400,15469450,2310.038226344,14307
6242,11,13391025942240,15698520,2340.038658133,14307
6327,11,13571962582620,15910635,2370.039319654,14307
6395,11,13719013321300,16083025,2400.040181594,14307
6478,11,13896516588380,16291115,2430.040664458,14307
6584,11,14123080840640,16556720,2460.040762463,14307
6691,11,14353342899920,16826660,2490.041526436,14307
6776,11,14535324480000,17040000,2520.041896534,14307
6857,11,14709633217140,17244345,2550.04259036,14307
6928,11,14861469353140,17422345,2580.042847052,14307
6996,11,15008456115920,17594660,2610.043029625,14307
7069,11,15164932637200,17778100,2640.043245804,14307
7150,11,15338367037040,17981420,2670.043719432,14307
7220,11,15488335076760,18157230,2700.044383966,14307
7296,11,15650424417000,18347250,2730.044816863,14307
7386,11,15844906887940,18575245,2760.045408766,14307
7458,11,15998760397320,18755610,2790.045787768,14307
7527,11,16146399714280,18928690,2820.046398906,14307
7619,11,16344550136820,19160985,2850.047014138,14307
7697,11,16511881235800,19357150,2880.047327383,14307
7767,11,16662254456220,19533435,2910.047426865,14307
7857,11,16853964638160,19758180,2940.047672996,14307
7925,11,17001416292480,19931040,2970.04836415,14307
7995,11,17151324621360,20106780,3000.049135728,14307
8085,11,17343124369560,20331630,3030.04936527,14307
8159,11,17503175011120,20519260,3060.049806686,14307
8237,11,17670902760680,20715890,3090.050125663,14307
8334,11,17877387110460,20957955,3120.050985999,14307
8411,11,18043131607120,21152260,3150.051261889,14307
8486,11,18204427646200,21341350,3180.051627492,14307
8554,11,18351013493340,21513195,3210.05194202,14307
8627,11,18505911942420,21694785,3240.052383285,14307
8714,11,18693271763160,21914430,3270.053044632,14307
8805,11,18887852330480,22142540,3300.05359811,14307
8892,11,19074248247660,22361055,3330.053813062,14307
8969,11,19240815900900,22556325,3360.054054093,14307
9049,11,19412923867080,22758090,3390.05460696,14307
9127,11,19579197231180,22953015,3420.055133265,14307
9215,11,19768663991560,23175130,3450.055327299,14307
9288,11,19925520103180,23359015,3480.056130607,14307
9383,11,20129313200100,23597925,3510.056341111,14307
9452,11,20277357697760,23771480,3540.05729737,14307
9522,11,20426779809800,23946650,3570.057529823,14307
9590,11,20573305946100,24118425,3600.057729854,14307
9682,11,20770671597600,24349800,3630.05805893,14307
9771,11,20961029755520,24572960,3660.058476491,14307
9868,11,21169122032920,24816910,3690.058535856,14307
9957,11,21360239371520,25040960,3720.058812704,14307
10053,11,21566834612860,25283155,3750.059021904,14307
10128,11,21727542073660,25471555,3780.059102599,14307
10211,11,21905859967200,25680600,3810.059425014,14307
10291,11,22077289788840,25881570,3840.059793923,14307
10386,11,22280519897840,26119820,3870.06038838,14307
10466,11,22452785671240,26321770,3900.061186547,14307
10573,11,22680795778840,26589070,3930.06160047,14307
10641,11,22828200517500,26761875,3960.062081625,14307
10727,11,23012028868560,26977380,3990.063060857,14307
10799,11,23165302329780,27157065,4020.06408102,14307
10874,11,23326188923100,27345675,4050.06422087,14307
10951,11,23492684070320,27540860,4080.064346834,14307
11041,11,23686253818420,27767785,4110.064961046,14307
11128,11,23871101518820,27984485,4140.065231301,14307
11205,11,24037136039560,28179130,4170.066295081,14307
11299,11,24238088606520,28414710,4200.066725682,14307
11383,11,24418253271040,28625920,4230.067305595,14307
11453,11,24569210804680,28802890,4260.067586306,14307
11523,11,24718986916700,28978475,4290.067948323,14307
11627,11,24943427169080,29241590,4320.068375986,14307
11726,11,25154040096940,29488495,4350.068512647,14307
11829,11,25375456421780,29748065,4380.06863298,14307
11931,11,25595247758760,30005730,4410.069723861,14307
12005,11,25753042183580,30190715,4440.070587704,14307
12106,11,25971033665240,30446270,4470.071119507,14307
12229,11,26234866011780,30755565,4500.071514119,14307
12354,11,26503334478540,31070295,4530.071769792,14307
12479,11,26770126776720,31383060,4560.072119667,14307
12603,11,27035865605080,31694590,4590.072515362,14307
12727,11,27301706794880,32006240,4620.073171203,14307
12852,11,27570234972480,32321040,4650.073525803,14307
12976,11,27837620114000,32634500,4680.073980673,14307
13101,11,28104288725440,32947120,4710.074347203,14307
13225,11,28370373023660,33259055,4740.074721442,14307
13350,11,28639383153040,33574420,4770.075061199,14307
13475,11,28906158390980,33887165,4800.075418719,14307
13599,11,29173172472280,34200190,4830.07618863,14307
13726,11,29445969974940,34519995,4860.076225529,14307
13852,11,29716425959660,34837055,4890.076399264,14307
13976,11,29981682836240,35148020,4920.076551815,14307
14101,11,30250257929500,35462875,4950.076740139,14307
14225,11,30517050227680,35775640,4980.076825612,14307
31,12,65366309560,76630,30.000615251,14307
61,12,129794305920,152160,60.002465909,14307
91,12,194572037200,228100,90.004313957,14307
122,12,260079093740,304895,120.005208814,14307
152,12,325236415360,381280,150.005735959,14307
182,12,390073857480,457290,180.007576398,14307
213,12,455342070660,533805,210.008830699,14307
243,12,520303199520,609960,240.010236907,14307
278,12,595351195280,697940,270.010837692,14307
308,12,659962589220,773685,300.012179972,14307
339,12,725222272280,850190,330.012657359,14307
369,12,789914702360,926030,360.013825923,14307
399,12,855029373380,1002365,390.014703823,14307
429,12,919687682980,1078165,420.015480141,14307
459,12,984363052820,1153985,450.015855104,14307
490,12,1049861579240,1230770,480.015918268,14307
520,12,1115206563500,1307375,510.016433249,14307
551,12,1180052535740,1383395,540.018358538,14307
581,12,1245307953740,1459895,570.019124717,14307
612,12,1311633901800,1537650,600.019756233,14307
642,12,1376070428280,1613190,630.020724178,14307
672,12,1441385557120,1689760,660.021731441,14307
702,12,1505647216140,1765095,690.022141927,14307
733,12,1570633935360,1841280,720.022686397,14307
763,12,1635078991960,1916830,750.024637718,14307
793,12,1699515518440,1992370,780.026464687,14307
823,12,1763551129280,2067440,810.026783333,14307
853,12,1828478137660,2143555,840.028345001,14307
883,12,1893473387000,2219750,870.030092567,14307
913,12,1958609383320,2296110,900.031447719,14307
944,12,2023583307360,2372280,930.032133083,14307
974,12,2088787544640,2448720,960.033543872,14307
1004,12,2153599396400,2524700,990.035217626,14307
1035,12,2218458163820,2600735,1020.03717668,14307
1065,12,2284310690220,2677935,1050.037330316,14307
1096,12,2349344325100,2754175,1080.038401588,14307
1126,12,2413955719040,2829920,1110.039277415,14307
1156,12,2478618293700,2905725,1140.03935006,14307
1186,12,2543609277980,2981915,1170.041360581,14307
1216,12,2608412599620,3057885,1200.04290673,14307
1250,12,2681281149720,3143310,1230.043142631,14307
1281,12,2746818061680,3220140,1260.044574299,14307
1311,12,2811395335140,3295845,1290.046125191,14307
1341,12,2876062174860,3371655,1320.04618814,14307
1372,12,2941620412120,3448510,1350.046425835,14307
1403,12,3007767227660,3526055,1380.046956535,14307
1433,12,3073107946860,3602655,1410.048846674,14307
1463,12,3137988039580,3678715,1440.050877986,14307
1494,12,3203418325040,3755420,1470.051159719,14307
1524,12,3268793164720,3832060,1500.052529675,14307
1555,12,3335950799480,3910790,1530.052780223,14307
1586,12,3402285277660,3988555,1560.054065103,14307
1617,12,3467489514940,4064995,1590.054090047,14307
1647,12,3532531679940,4141245,1620.055028009,14307
1678,12,3598213603940,4218245,1650.055772601,14307
1708,12,3663038250880,4294240,1680.056586355,14307
1738,12,3728498391760,4370980,1710.057403235,14307
1769,12,3794193110940,4447995,1740.058419419,14307
1799,12,3858373733820,4523235,1770.059400975,14307
1829,12,3922895561500,4598875,1800.061261067,14307
1859,12,3988099798780,4675315,1830.061855994,14307
1890,12,4053043867400,4751450,1860.06238173,14307
1920,12,4117987936020,4827585,1890.06419397,14307
1950,12,4182629185380,4903365,1920.065029259,14307
1980,12,4247607374480,4979540,1950.06520226,14307
2011,12,4312811611760,5055980,1980.065898789,14307
2041,12,4377623463520,5131960,2010.067640809,14307
2071,12,4442460905640,5207970,2040.067740459,14307
2102,12,4507370853780,5284065,2070.068646648,14307
2132,12,4571888416400,5359700,2100.068830859,14307
2162,12,4636674677800,5435650,2130.069458112,14307
2192,12,4701853324720,5512060,2160.070459017,14307
2223,12,4766972260800,5588400,2190.072106011,14307
2254,12,4833741775100,5666675,2220.073389609,14307
2285,12,4901927289320,5746610,2250.074915453,14307
2316,12,4967711574760,5823730,2280.075055269,14307
2346,12,5032531956640,5899720,2310.075402458,14307
2376,12,5097288362620,5975635,2340.075962464,14307
2406,12,5161387949360,6050780,2370.076215774,14307
2436,12,5225905511980,6126415,2400.078151651,14307
2467,12,5290802664940,6202495,2430.078673424,14307
2497,12,5355311697440,6278120,2460.080439922,14307
2527,12,5420332537140,6354345,2490.082066728,14307
2559,12,5488419954980,6434165,2520.083119155,14307
2589,12,5553564481420,6510535,2550.083636717,14307
2620,12,5619075803020,6587335,2580.08394046,14307
2650,12,5684169148740,6663645,2610.085539916,14307
2681,12,5750733940160,6741680,2640.087097027,14307
2712,12,5816936201480,6819290,2670.088351491,14307
2742,12,5882276920680,6895890,2700.090358879,14307
2773,12,5947157013400,6971950,2730.091912944,14307
2803,12,6013120431360,7049280,2760.092041579,14307
2834,12,6078499536100,7125925,2790.092437662,14307
2865,12,6144868134760,7203730,2820.092635361,14307
2895,12,6210251504560,7280380,2850.092785134,14307
2925,12,6275059091260,7356355,2880.09403761,14307
2956,12,6340267593600,7432800,2910.094918218,14307
2986,12,6405825830860,7509655,2940.095691928,14307
3017,12,6471563200640,7586720,2970.09606573,14307
3048,12,6536903919840,7663320,3000.097346729,14307
3080,12,6606130108700,7744475,3030.098718948,14307
3110,12,6671052852020,7820585,3060.099653745,14307
3140,12,6735766607400,7896450,3090.100645109,14307
3170,12,6800646700120,7972510,3120.101234581,14307
3202,12,6868695732420,8052285,3150.101363855,14307
3232,12,6933243150460,8127955,3180.10316444,14307
3263,12,6998997580480,8205040,3210.103522057,14307
3293,12,7063911793680,8281140,3240.103865235,14307
3324,12,7129525476720,8358060,3270.105217228,14307
3354,12,7194324533300,8434025,3300.106319105,14307
3384,12,7259405083840,8510320,3330.107610735,14307
3415,12,7324814044000,8587000,3360.108296218,14307
3445,12,7389493678900,8662825,3390.109378875,14307
3475,12,7454484663180,8739015,3420.109692335,14307
3506,12,7519450057100,8815175,3450.11030968,14307
3536,12,7584368535360,8891280,3480.110340675,14307
3566,12,7649180387120,8967260,3510.11051915,14307
3596,12,7713237323260,9042355,3540.111094197,14307
3626,12,7778369054520,9118710,3570.111647814,14307
3657,12,7843880376120,9195510,3600.113039671,14307
3687,12,7908939601360,9271780,3630.113206741,14307
3718,12,7974293115740,9348395,3660.114123681,14307
3748,12,8040474051760,9425980,3690.114891022,14307
3779,12,8105678289040,9502420,3720.116410924,14307
3809,12,8169615803500,9577375,3750.116769602,14307
3839,12,8234069390220,9652935,3780.117147271,14307
3869,12,8298753290180,9728765,3810.11824224,14307
3899,12,8363612057600,9804800,3840.119731236,14307
3929,12,8428206391300,9880525,3870.120700385,14307
3959,12,8492574676820,9955985,3900.121759447,14307
3989,12,8557036793660,10031555,3930.123309267,14307
4019,12,8621503175560,10107130,3960.12387992,14307
4049,12,8686297967080,10183090,3990.124907751,14307
4080,12,8751015987520,10258960,4020.125556223,14307
4110,12,8815153959800,10334150,4050.125944807,14307
4140,12,8879564895920,10409660,4080.127447932,14307
4170,12,8944236000700,10485475,4110.128934397,14307
4200,12,9008936960900,10561325,4140.130081874,14307
4230,12,9073300981360,10636780,4170.130200904,14307
4260,12,9137379242800,10711900,4200.130813221,14307
4290,12,9202174034320,10787860,4230.132346245,14307
4320,12,9267651235440,10864620,4260.132559547,14307
4351,12,9332573978760,10940730,4290.13360729,14307
4381,12,9397999999160,11017430,4320.134369616,14307
4411,12,9462884356940,11093495,4350.135711552,14307
4442,12,9527406184620,11169135,4380.135771737,14307
4472,12,9592461144800,11245400,4410.137080393,14307
4502,12,9657217550780,11321315,4440.138059183,14307
4532,12,9722029402540,11397295,4470.13844247,14307
4562,12,9786674916960,11473080,4500.138896549,14307
4593,12,9851802383160,11549430,4530.139140467,14307
4623,12,9916648355400,11625450,4560.139604787,14307
4653,12,9981357845720,11701310,4590.140059818,14307
4683,12,10046105721580,11777215,4620.141830196,14307
4713,12,10110648874560,11852880,4650.143244505,14307
4743,12,10175226148020,11928585,4680.144922043,14307
4774,12,10239871662440,12004370,4710.146660107,14307
4804,12,10304436140720,12080060,4740.148096016,14307
4835,12,10371363462240,12158520,4770.149827248,14307
4865,12,10436158253760,12234480,4800.151433225,14307
4895,12,10501051141660,12310555,4830.151926552,14307
4926,12,10566178607860,12386905,4860.153583452,14307
4956,12,10630478652420,12462285,4890.15531734,14307
4986,12,10694945034320,12537860,4920.156430655,14307
5016,12,10760038380040,12614170,4950.158369828,14307
5046,12,10824479171580,12689715,4980.158998203,14307
5076,12,10889640758260,12766105,5010.159488532,14307
5107,12,10954665863020,12842335,5040.159819237,14307
5137,12,11018944582280,12917690,5070.159891717,14307
5167,12,11083914241260,12993855,5100.161208392,14307
5197,12,11148854044820,13069985,5130.163117119,14307
5227,12,11213576330320,13145860,5160.163799638,14307
5258,12,11278951170000,13222500,5190.165101286,14307
5288,12,11343899503680,13298640,5220.16598001,14307
5319,12,11409368174680,13375390,5250.166084458,14307
5349,12,11474516966180,13451765,5280.167341098,14307
5379,12,11539631637200,13528100,5310.168631828,14307
5410,12,11604579970880,13604240,5340.169118721,14307
5440,12,11670001726220,13680935,5370.170618406,14307
5470,12,11734719746660,13756805,5400.170901457,14307
5501,12,11800572273060,13834005,5430.172525052,14307
5531,12,11865290293500,13909875,5460.173377446,14307
5562,12,11930281277780,13986065,5490.175100718,14307
5592,12,11995425804220,14062435,5520.176383382,14307
5623,12,12061197294480,14139540,5550.177752163,14307
5653,12,12126111507680,14215640,5580.17991741,14307
5683,12,12190654660660,14291305,5610.181836576,14307
5713,12,12255330030500,14367125,5640.182150901,14307
5743,12,12320397785860,14443405,5670.182743556,14307
5774,12,12385252288220,14519435,5700.184063896,14307
5804,12,12449974573720,14595310,5730.184636613,14307
5834,12,12514794955600,14671300,5760.186253819,14307
5864,12,12580016253120,14747760,5790.187435526,14307
5895,12,12646273960220,14825435,5820.189410923,14307
5926,12,12711132727640,14901470,5850.191419881,14307
5956,12,12775859278200,14977350,5880.192490375,14307
5986,12,12841387660040,15054170,5910.194187905,14307
6017,12,12906353053960,15130330,5940.194488162,14307
6047,12,12971599941840,15206820,5970.195787288,14307
6077,12,13036974781520,15283460,6000.196424926,14307
6108,12,13102068127240,15359770,6030.197093889,14307
6138,12,13166879979000,15435750,6060.197229596,14307
6168,12,13232352915060,15512505,6090.199108035,14307
6200,12,13299258911280,15590940,6120.200229294,14307
6230,12,13364139004000,15667000,6150.200773972,14307
6260,12,13429407217180,15743515,6180.201615735,14307
6292,12,13496616032660,15822305,6210.202539288,14307
6322,12,13562135884380,15899115,6240.202721093,14307
6352,12,13626879495180,15975015,6270.203386683,14307
6383,12,13691571925260,16050855,6300.204004562,14307
6413,12,13756759102300,16127275,6330.205777742,14307
6443,12,13822257628720,16204060,6360.206241155,14307
6474,12,13887453335880,16280490,6390.208257012,14307
6505,12,13954483018840,16359070,6420.209302901,14307
6535,12,14019026171820,16434735,6450.21090122,14307
6565,12,14083351806740,16510145,6480.212044764,14307
6595,12,14148184983800,16586150,6510.213345932,14307
6626,12,14212928594600,16662050,6540.214062293,14307
6656,12,14277305410240,16737520,6570.214381613,14307
6686,12,14341558539140,16812845,6600.21578231,14307
6715,12,14405666656000,16888000,6630.216060783,14307
6746,12,14470687495700,16964225,6660.216204525,14307
6776,12,14535384190840,17040070,6690.217865057,14307
6806,12,14599752476360,17115530,6720.219340648,14307
6836,12,14663984279960,17190830,6750.22083473,14307
6866,12,14728625529320,17266610,6780.222624433,14307
6896,12,14793108971460,17342205,6810.223388469,14307
6926,12,14857801401540,17418045,6840.223849719,14307
6956,12,14922587662940,17493995,6870.225667725,14307
6986,12,14986994334000,17569500,6900.225737878,14307
7017,12,15052403294160,17646180,6930.226201779,14307
7047,12,15116993362800,17721900,6960.227808261,14307
7077,12,15180909551960,17796830,6990.229440023,14307
7107,12,15245934656720,17873060,7020.23023245,14307
7137,12,15310891520520,17949210,7050.232333095,14307
7168,12,15375972071060,18025505,7080.232443804,14307
7199,12,15442600838380,18103615,7110.233037372,14307
7229,12,15507613147960,18179830,7140.23451673,14307
7260,12,15572936806920,18256410,7170.235057214,14307
7290,12,15637744393620,18332385,7200.235987943,14307
7320,12,15702227835760,18407980,7230.237887833,14307
7350,12,15767014097160,18483930,7260.238396322,14307
7380,12,15831736382660,18559805,7290.239696724,14307
7410,12,15896313656120,18635510,7320.24007347,14307
7440,12,15960784303080,18711090,7350.24149529,14307
7470,12,16024999046440,18786370,7380.242867905,14307
7500,12,16089674416280,18862190,7410.244526147,14307
7530,12,16154034171680,18937640,7440.245967154,14307
7560,12,16218338481300,19013025,7470.246354652,14307
7590,12,16282190694560,19087880,7500.247517855,14307
7620,12,16346209245160,19162930,7530.248532316,14307
7650,12,16410650036700,19238475,7560.249210792,14307
7680,12,16474954346320,19313860,7590.250365653,14307
7710,12,16539309836660,19389305,7620.250737654,14307
7740,12,16603908435420,19465035,7650.251375836,14307
7770,12,16668634985980,19540915,7680.252090958,14307
7800,12,16733156813660,19616555,7710.252558637,14307
7830,12,16796817099220,19691185,7740.254642416,14307
7860,12,16861262155820,19766735,7770.256436902,14307
7890,12,16925685887120,19842260,7800.25662899,14307
7920,12,16990314341300,19918025,7830.258114592,14307
7950,12,17054836168980,19993665,7860.259817169,14307
7981,12,17119852743620,20069885,7890.261566893,14307
8012,12,17187633077140,20149345,7920.262160081,14307
8042,12,17252099459040,20224920,7950.263069358,14307
8072,12,17316864395140,20300845,7980.263464673,14307
8103,12,17381962005920,20377160,8010.264890004,14307
8133,12,17446910339600,20453300,8040.266625036,14307
8163,12,17511956769660,20529555,8070.267050879,14307
8194,12,17576981874420,20605785,8100.267500358,14307
8224,12,17642058159900,20682075,8130.269032051,14307
8254,12,17706997963460,20758205,8160.27001746,14307
8285,12,17772991236840,20835570,8190.271942105,14307
8315,12,17837960895820,20911735,8220.273214818,14307
8346,12,17903361325860,20988405,8250.273592513,14307
8376,12,17967431057180,21063515,8280.273951403,14307
8406,12,18032213053520,21139460,8310.275197088,14307
8436,12,18096338230620,21214635,8340.275254002,14307
8465,12,18159981455940,21289245,8370.276008115,14307
8495,12,18224238849900,21364575,8400.276510406,14307
8525,12,18288214749900,21439575,8430.276590178,14307
8555,12,18353043661900,21515575,8460.278469207,14307
8586,12,18417625200420,21591285,8490.279236351,14307
8616,12,18482202473880,21666990,8520.279564088,14307
8646,12,18547048446120,21743010,8550.280887246,14307
8676,12,18612018105100,21819175,8580.281751385,14307
8706,12,18676514342420,21894785,8610.283596703,14307
8737,12,18742392459180,21972015,8640.284346698,14307
8767,12,18807302407320,22048110,8670.286059934,14307
8797,12,18872216620520,22124210,8700.286529455,14307
8828,12,18937365412020,22200585,8730.28784189,14307
8858,12,19002343601120,22276760,8760.288700256,14307
8888,12,19067492392620,22353135,8790.289419268,14307
8919,12,19132581473280,22429440,8820.289731246,14307
8949,12,19197124626260,22505105,8850.291319626,14307
8979,12,19261842646700,22580975,8880.293188453,14307
9009,12,19326313293660,22656555,8910.293690184,14307
9039,12,19390843651460,22732205,8940.294709174,14307
9069,12,19454631888820,22806985,8970.295793987,14307
9099,12,19519243282760,22882730,9000.297244011,14307
9129,12,19583829086340,22958445,9030.298028183,14307
9159,12,19647839106820,23033485,9060.29949215,14307
9189,12,19712578452560,23109380,9090.300709395,14307
9219,12,19776643918820,23184485,9120.302332384,14307
9249,12,19841464300700,23260475,9150.30286584,14307
9279,12,19905764345260,23335855,9180.303470128,14307
9309,12,19970443980160,23411680,9210.304778591,14307
9339,12,20034889036760,23487230,9240.306651717,14307
9369,12,20099172021080,23562590,9270.308529376,14307
9399,12,20162823776520,23637210,9300.309526112,14307
9429,12,20226650399420,23712035,9330.310057054,14307
9459,12,20290971769280,23787440,9360.310903384,14307
9489,12,20355800681280,23863440,9390.31103786,14307
9519,12,20420053810180,23938765,9420.311641575,14307
9549,12,20484076625840,24013820,9450.312586031,14307
9579,12,20548606983640,24089470,9480.312817645,14307
9609,12,20613269558300,24165275,9510.313378546,14307
9639,12,20677966253440,24241120,9540.313659564,14307
9669,12,20742859141340,24317195,9570.314233114,14307
9699,12,20807393764200,24392850,9600.315840181,14307
9730,12,20872030748500,24468625,9630.316819296,14307
9760,12,20936625082200,24544350,9660.317298036,14307
9790,12,21001223680960,24620080,9690.317821978,14307
9820,12,21066014207420,24696035,9720.317994119,14307
9850,12,21130659721840,24771820,9750.318836227,14307
9881,12,21196111332600,24848550,9780.319715344,14307
9911,12,21261426461440,24925120,9810.320922233,14307
9941,12,21326443036080,25001340,9840.32104881,14307
9972,12,21391425490240,25077520,9870.321919958,14307
10002,12,21456996522680,25154390,9900.322862341,14307
10033,12,21521910735880,25230490,9930.32373248,14307
10063,12,21587110708100,25306925,9960.324358426,14307
10093,12,21651905499620,25382885,9990.325926367,14307
10123,12,21716943399560,25459130,10020.326331753,14307
10154,12,21781576118800,25534900,10050.328172091,14307
10184,12,21845923079020,25610335,10080.329739206,14307
10214,12,21910786111500,25686375,10110.330235503,14307
10243,12,21974531698260,25761105,10140.331934394,14307
10274,12,22039185742800,25836900,10170.333254213,14307
10304,12,22104035980100,25912925,10200.334227537,14307
10334,12,22168574868020,25988585,10230.335232668,14307
10364,12,22233450695680,26064640,10260.336237647,14307
10394,12,22298211366720,26140560,10290.33739366,14307
10427,12,22367719049540,26222045,10320.337461491,14307
10457,12,22432104395300,26297525,10350.338639307,14307
10487,12,22496302078420,26372785,10380.340483385,14307
10517,12,22560572267560,26448130,10410.341451737,14307
10547,12,22625895926520,26524710,10440.34162849,14307
10577,12,22691087368620,26601135,10470.342094552,14307
10608,12,22755796858940,26676995,10500.343314263,14307
10638,12,22820544734800,26752900,10530.343827994,14307
10668,12,22885305405840,26828820,10560.344305599,14307
10698,12,22950044751580,26904715,10590.345028373,14307
10728,12,23014749976840,26980570,10620.34674259,14307
10758,12,23079024431040,27055920,10650.347485844,14307
10788,12,23143431102100,27131425,10680.349143153,14307
10818,12,23208068086400,27207200,10710.3510331,14307
10849,12,23272564323720,27282810,10740.351694813,14307
10879,12,23337350585120,27358760,10770.353287602,14307
10909,12,23401518412820,27433985,10800.353443111,14307
10939,12,23466044505560,27509630,10830.354027426,14307
10969,12,23531585682580,27586465,10860.354140202,14307
11000,12,23596610787340,27662695,10890.355326763,14307
11030,12,23661512205360,27738780,10920.356240693,14307
11060,12,23726639671560,27815130,10950.356463968,14307
11091,12,23791843908840,27891570,10980.358463487,14307
11121,12,23856660025660,27967555,11010.359018086,14307
11153,12,23926500383160,28049430,11040.360080179,14307
11184,12,23991516957800,28125650,11070.360458401,14307
11214,12,24056977098680,28202390,11100.361036814,14307
11245,12,24122074709460,28278705,11130.362572988,14307
11275,12,24186856705800,28354650,11160.362675123,14307
11305,12,24251596051540,28430545,11190.364636837,14307
11336,12,24317533879140,28507845,11220.366588164,14307
11366,12,24382435297160,28583930,11250.368545529,14307
11396,12,24447161847720,28659810,11280.370325062,14307
11427,12,24512958928340,28736945,11310.370999013,14307
