engine,disks,key_bytes,value_bytes,clients,repeat,ops_per_second,logical_gib_s,physical_gib_s,physical_iops,p50_us,p99_us,p999_us,cpu_cores,cpu_us_per_op,rss_mib,read_amplification,min_disk_iops,max_disk_iops
moat,1,256,65536,8,2,64830.38093040686,3.9569324298344033,4.2009334977770285,64779.38299066244,115.071,270.847,343.039,1.2700178928011525,19.589857017259735,545.60546875,1.0616641987876545,64779.38299066244,64779.38299066244
moat,1,256,65536,8,3,65895.53940170113,4.02194454356086,4.269710571253866,65839.94164651609,114.687,242.687,313.855,1.2732871897564266,19.322813066214255,545.60546875,1.0616035415231373,65839.94164651609,65839.94164651609
moat,1,256,65536,32,1,155560.41340900332,9.494654138733113,10.050733745734707,154984.67923775758,192.639,421.375,551.423,1.5560460835580616,10.002841015000817,545.7890625,1.0585676527945431,154984.67923775758,154984.67923775758
moat,1,256,65536,32,2,155797.33854861432,9.509114901648823,10.066527225213845,155228.21840743872,192.255,419.583,548.863,1.5571824964635328,9.994923603766418,545.7890625,1.0586187388973887,155228.21840743872,155228.21840743872
moat,1,256,65536,32,3,156062.74473705504,9.52531400983002,10.08329823297758,155486.83129327497,192.127,419.839,547.327,1.5565908540455013,9.974134804998783,546.8671875,1.0585790896312421,155486.83129327497,155486.83129327497
moat,1,256,65536,128,1,189022.7357035119,11.537032208466302,12.07338793020185,186174.48268087258,596.991,1886.207,2592.767,1.6403458756638603,8.678034785385787,560.9375,1.0464899215018184,186174.48268087258,186174.48268087258
moat,1,256,65536,128,2,189166.47345637382,11.545805264671253,12.078641320337017,186255.49119284863,598.015,1881.087,2541.567,1.6415973059362274,8.678056295820399,560.9375,1.046149752524943,186255.49119284863,186255.49119284863
moat,1,256,65536,128,3,189066.77931141327,11.539720416956376,12.075072901644912,186200.46533698848,598.015,1878.015,2539.519,1.6389946717352117,8.668866512162943,560.9375,1.0463921538256589,186200.46533698848,186200.46533698848
moat,1,4096,262144,8,1,41542.77578316745,10.142279243937367,10.425036932126076,41406.983053564516,181.887,373.503,469.247,1.2330263832742288,29.68088578649657,608.02734375,1.0278791069924178,41406.983053564516,41406.983053564516
moat,1,4096,262144,8,2,41560.33302177337,10.146565679143889,10.428601212822716,41421.13994445755,181.759,371.199,461.055,1.2335490501781192,29.68092314207072,608.02734375,1.027796157103536,41421.13994445755,41421.13994445755
