engine,disks,key_bytes,value_bytes,clients,samples,operations,seconds,ops_per_second,logical_gib_s,physical_gib_s,physical_iops,physical_reads,physical_read_bytes,p50_us,p99_us,p999_us,cpu_cores,cpu_seconds,cpu_us_per_op,rss_mib,read_amplification,min_disk_iops,max_disk_iops,min_ops_per_second,max_ops_per_second
v1,20,16,1024,640,3,50003610,5.000439156,9999843.701727865,9.536594106414666,38.146376425658666,9999702.914093412,50002906,204814786560,61.631,107.135,136.703,19.99814733872147,99.99930199999999,1.9998459911194415,11264.99609375,4.0,492292.74802232196,516039.6317594069,9987608.077083128,10003875.560989896
v1,20,16,1024,2560,1,75627766,5.000308622,15124619.641927373,14.423961297919629,57.695845191678515,15123974.681737153,75624541,309771329536,154.623,236.543,273.663,19.99870679182249,99.99970599999996,1.3222617999849415,11264.99609375,4.0,720861.5052561049,933359.9889147001,15124619.641927373,15124619.641927373
v1,20,16,4096,160,1,12536301,5.000270445,2507124.592137936,9.563921326209778,19.127842652419556,2507124.592137936,12536301,102697377792,61.535,96.895,115.199,19.99877308636253,99.99927399999999,7.976776722256428,11264.99609375,2.0,125018.8378560792,125649.00377103503,2507124.592137936,2507124.592137936
v1,20,16,4096,640,3,43649539,5.000395412,8729180.182677545,33.29917977400797,66.59835954801594,8729136.386328172,43649320,357577023488,69.695,123.455,157.823,19.998319484899174,99.99950500000003,2.290956749852502,11264.99609375,2.0,428741.2624435655,453483.95281965815,8725321.580628633,8731090.434727168
v1,20,16,4096,2560,1,50317000,5.000509154,10062375.340269199,38.38491569621734,76.76983139243468,10062226.55542008,50316256,412196864000,260.095,329.727,421.631,19.998275559601137,100.00155999999997,1.987430888169008,11264.99609375,2.0,439098.2862702304,754401.9786429931,10062375.340269199,10062375.340269199
v1,20,16,65536,160,1,5527037,5.000404146,1105318.0580256241,67.46326037754054,71.67971415113682,1105318.0580256241,5527037,384858640384,140.799,277.759,485.887,19.99876811557223,100.00192299999999,18.093224814670137,10372.7890625,1.0625,54480.19640930839,56217.455988006455,1105318.0580256241,1105318.0580256241
v1,20,16,65536,640,3,15302988,5.000678218,3060199.7201768616,186.77976807720103,198.4535035820261,3060199.7201768616,15302988,1065577660416,183.423,557.567,859.135,19.998134581032147,100.004236,6.534968072901841,10372.7890625,1.0625,151639.4841981993,154361.6618284876,3057336.291898956,3071372.0955669875
v1,20,16,65536,2560,1,17927846,5.002989736,3583426.5001578247,218.71499634752348,232.3846836192437,3583426.5001578247,17927846,1248351772672,451.839,3710.975,6098.943,19.99318892866103,100.02571899999998,5.57934952140932,10372.7890625,1.0625,178565.42730272753,179714.14043292773,3583426.5001578247,3583426.5001578247
v1,20,16,4194304,160,1,278699,5.003378951,55702.157028161506,217.58655089125588,217.79903775736062,1838171.1819293296,9197067,1170089881600,2719.743,6090.751,7217.151,19.972817565622762,99.931575,358.5645266039706,10322.87890625,1.0009765625,91427.41424943888,92502.4877253196,55702.157028161506,55702.157028161506
v1,20,16,4194304,640,3,294582,5.009149185,58805.898048677955,229.71053925264826,229.9348659511372,1940594.6356063725,9721206,1236773068800,10297.343,20922.367,26476.543,19.966293138063126,100.014141,339.5431786932831,10322.87890625,1.0009765625,95138.42572671526,98260.95818720985,58803.39936411776,58872.159165970625
v1,20,16,4194304,2560,1,288285,5.017578827,57455.00169299084,224.43360036324546,224.65277380110018,1896015.0558686976,9513405,1210335744000,44040.191,59211.775,65765.375,19.951102404474494,100.10622900000001,347.2474426348926,10322.87890625,1.0009765625,89182.45540898603,98436.12168925472,57455.00169299084,57455.00169299084
v2,20,16,100,160,1,14225472,5.000259339,2844946.8388663507,0.26495632146171766,10.852610927071956,2844943.639032319,14225456,58267533312,55.423,90.239,107.007,19.999151688000076,100.000945,7.02971015654173,11315.44140625,40.96,141927.03855674953,142469.01044585998,2844946.8388663507,2844946.8388663507
v2,20,16,100,640,3,50163222,5.000366286,10031909.49040008,0.9342943774908855,38.26869770202667,10031115.148591336,50159250,205468557312,61.919,112.383,146.943,19.99829238109538,99.998787,1.9934681827255833,11315.44140625,40.96,494407.78107030055,515857.5281627763,10028297.463453606,10043977.512427812
v2,20,16,100,2560,1,72017937,5.000312285,14402687.851324871,1.3413548331078953,54.94189396409939,14399305.862553744,72001026,294985469952,159.871,246.911,303.615,19.998885129631468,100.00067100000004,1.3885522852452723,11315.44140625,40.96,687455.0636190916,810442.382200135,14402687.851324871,14402687.851324871
v2,20,16,1024,160,1,13885214,5.000208373,2776927.0726750167,2.6482840277433555,10.593136110973422,2776926.8726833514,13885213,56873836544,55.487,84.479,105.151,19.99886615525252,99.99849799999998,7.201797393976066,11314.17578125,4.0,138487.22860014296,139247.39692043228,2776927.0726750167,2776927.0726750167
v2,20,16,1024,640,3,49845902,5.000445939,9968238.16225595,9.506452715164137,38.02581086065655,9968107.174637424,49845247,204168814592,61.791,107.391,137.087,19.997994909529176,99.99942600000003,2.0061714601934586,11315.58984375,4.0,489499.13058418065,515859.0932982821,9961649.683238959,9983221.018480448
v2,20,16,1024,2560,1,73254168,5.000299745,14649955.349826733,13.971286153628094,55.88514461451238,14649338.98677708,73251086,300049072128,159.999,243.967,268.799,19.998819490770344,100.000092,1.365111293052977,11314.17578125,4.0,695394.9117704342,881546.952141766,14649955.349826733,14649955.349826733
v2,20,16,4096,160,1,12539759,5.000282383,2507810.167408299,9.566536588319012,19.133073176638025,2507809.3674534783,12539755,102725705728,61.535,96.895,115.199,19.998508552231893,99.99818999999998,7.974490578327701,11316.3203125,2.0,125046.53779670347,125662.10303167193,2507810.167408299,2507810.167408299
v2,20,16,4096,640,3,43523043,5.00039416,8703935.980716856,33.202880785815644,66.40576157163129,8703890.584224988,43522816,356540768256,69.951,123.647,157.951,19.998229099603623,99.99907600000002,2.2976122326740804,11316.5859375,2.0,427365.7741986478,453188.37868974695,8702458.064498413,8709249.032480272
v2,20,16,4096,2560,1,49512767,5.000425281,9901711.198071994,37.77203063229368,75.54406126458736,9901562.410727281,49512023,405608587264,262.911,331.519,424.959,19.998386213262563,100.00043599999998,2.0196899114929283,11316.3203125,2.0,434714.4248429377,724541.7732300278,9901711.198071994,9901711.198071994
v2,20,16,65536,160,1,5539013,5.001413401,1107489.534636851,67.59579679179998,71.82053409128748,1107489.534636851,5539013,385692553216,140.671,274.431,441.599,19.995066790520646,100.003595,18.054406985504457,10390.76171875,1.0625,54748.12378941759,56250.299154185035,1107489.534636851,1107489.534636851
v2,20,16,65536,640,3,15302262,5.000629105,3060091.0295661907,186.77313412879582,198.44645501184556,3060091.0295661907,15302262,1065527107584,183.551,556.543,855.551,19.998257399255767,100.00386799999998,6.535230346990529,10390.76171875,1.0625,151662.48996423263,154516.7910895191,3057896.0524607836,3068468.4158203057
v2,20,16,65536,2560,1,17933403,5.002145403,3585142.284997268,218.8197195432903,232.4959520147459,3585142.284997268,17933403,1248738717696,454.143,3676.159,5971.967,19.99564965464879,100.02114699999998,5.5773657124640525,10390.76171875,1.0625,178605.16398907246,179747.07401763226,3585142.284997268,3585142.284997268
v2,20,16,4194304,160,1,278796,5.002630162,55729.88427522298,217.69486045008978,217.90745308724806,1839086.1810823584,9200268,1170497126400,2723.839,6090.751,7245.823,19.96892949609174,99.89716899999999,358.31636393635483,10333.3203125,1.0009765625,91375.13371910942,92529.52647111953,55729.88427522298,55729.88427522298
v2,20,16,4194304,640,3,294678,5.008799617,58836.79357757097,229.8312249123866,230.05566946796512,1941614.1880598422,9724374,1237176115200,10280.959,21299.199,27918.335,19.97146345718018,100.009736,339.4383385432046,10340.41796875,1.0009765625,95231.24236474793,98292.58491310122,58828.21987371606,58852.424241430774
v2,20,16,4194304,2560,1,288880,5.017710519,57572.07373883578,224.89091304232727,225.11053307459517,1899878.433381581,9533040,1212833792000,43941.887,58949.631,65110.015,19.95277220973537,100.11723500000005,346.5703233176407,10333.3203125,1.0009765625,89732.55796544686,98433.53819032859,57572.07373883578,57572.07373883578
